dish_name,floor,stall_name,category,pricing_type,price,unit,taste_tag,is_available_today
菌菇三鲜米线,二楼,鲜满当港式肥汁米线,主食,fixed,13,份,不辣,是
菌菇鱼片米线,二楼,鲜满当港式肥汁米线,主食,fixed,13,份,不辣,是
响铃卷,二楼,鲜满当港式肥汁米线,素菜,fixed,1,份,不辣,是
油条,二楼,鲜满当港式肥汁米线,素菜,fixed,1,份,不辣,是
煎鸡蛋,二楼,鲜满当港式肥汁米线,荤菜,fixed,1.5,份,不辣,是
鸭血,二楼,鲜满当港式肥汁米线,荤菜,fixed,2,份,不辣,是
炸蛋,二楼,鲜满当港式肥汁米线,荤菜,fixed,3,份,不辣,是
鸡肉,二楼,鲜满当港式肥汁米线,荤菜,fixed,3,份,不辣,是
酥肉,二楼,鲜满当港式肥汁米线,荤菜,fixed,4,份,不辣,是
瘦肉,二楼,鲜满当港式肥汁米线,荤菜,fixed,4,份,不辣,是
鱼片,二楼,鲜满当港式肥汁米线,荤菜,fixed,4,份,不辣,是
猪肝,二楼,鲜满当港式肥汁米线,荤菜,fixed,4,份,不辣,是
肥牛,二楼,鲜满当港式肥汁米线,荤菜,fixed,4,份,不辣,是
任意三素饭,二楼,卤肉饭,套餐,fixed,9,份,不辣,是
卤味鸡腿饭,二楼,卤肉饭,套餐,fixed,11,份,不辣,是
青椒肉丝饭,二楼,卤肉饭,套餐,fixed,11,份,微辣,是
烤肠饭,二楼,卤肉饭,套餐,fixed,12,份,不辣,是
回锅肉饭,二楼,卤肉饭,套餐,fixed,12,份,不辣,是
白切鸡饭,二楼,卤肉饭,套餐,fixed,13,份,不辣,是
香菇滑鸡饭,二楼,卤肉饭,套餐,fixed,13,份,不辣,是
卤水鸭腿饭,二楼,卤肉饭,套餐,fixed,13,份,不辣,是
辣子鸡饭,二楼,卤肉饭,套餐,fixed,13,份,香辣,是
泡椒鸡杂饭,二楼,卤肉饭,套餐,fixed,13,份,麻辣,是
任选一荤一素,二楼,卤肉饭,套餐,fixed,9,份,不辣,是
任选一荤两素,二楼,卤肉饭,套餐,fixed,10,份,不辣,是
任选两荤一素,二楼,卤肉饭,套餐,fixed,11,份,不辣,是
任选两荤两素,二楼,卤肉饭,套餐,fixed,12,份,不辣,是
经典酱香炒鸡,二楼,小锅炒鸡&小锅焖面,主食,fixed,10.9,份,不辣,是
金牌麻椒炒鸡,二楼,小锅炒鸡&小锅焖面,主食,fixed,11.9,份,麻辣,是
孜然酱香炒鸡,二楼,小锅炒鸡&小锅焖面,主食,fixed,11.9,份,不辣,是
浓香菌菇炒鸡,二楼,小锅炒鸡&小锅焖面,主食,fixed,11.9,份,不辣,是
黄金酥肉炒鸡,二楼,小锅炒鸡&小锅焖面,主食,fixed,11.9,份,不辣,是
浓香香辣炒鸡,二楼,小锅炒鸡&小锅焖面,主食,fixed,11.9,份,香辣,是
鱼香炒鸡,二楼,小锅炒鸡&小锅焖面,主食,fixed,11.9,份,微辣,是
肉酱时蔬焖面,二楼,小锅炒鸡&小锅焖面,主食,fixed,9.9,份,不辣,是
特色炒鸡焖面,二楼,小锅炒鸡&小锅焖面,主食,fixed,11.9,份,不辣,是
培根煎蛋焖面,二楼,小锅炒鸡&小锅焖面,主食,fixed,11.9,份,不辣,是
黄金酥肉焖面,二楼,小锅炒鸡&小锅焖面,主食,fixed,11.9,份,不辣,是
烤肠煎蛋焖面,二楼,小锅炒鸡&小锅焖面,主食,fixed,11.9,份,不辣,是
肉酱丸子焖面,二楼,小锅炒鸡&小锅焖面,主食,fixed,11.9,份,不辣,是
薯条,二楼,小锅炒鸡&小锅焖面,小吃,fixed,1,份,不辣,是
金针菇,二楼,小锅炒鸡&小锅焖面,小吃,fixed,1,份,不辣,是
烤肠,二楼,小锅炒鸡&小锅焖面,小吃,fixed,1,份,不辣,是
煎蛋,二楼,小锅炒鸡&小锅焖面,小吃,fixed,2,份,不辣,是
小酥肉,二楼,小锅炒鸡&小锅焖面,小吃,fixed,4,份,不辣,是
鸡块,二楼,小锅炒鸡&小锅焖面,小吃,fixed,4,份,不辣,是
培根,二楼,小锅炒鸡&小锅焖面,小吃,fixed,2,份,不辣,是
丸子,二楼,小锅炒鸡&小锅焖面,小吃,fixed,2,份,不辣,是
茄子酥肉堡,二楼,黑鸭煲,主食,fixed,12,份,不辣,是
黑鸭丸子堡,二楼,黑鸭煲,主食,fixed,13,份,微辣,是
黑鸭酥肉堡,二楼,黑鸭煲,主食,fixed,13,份,微辣,是
香菇鸡腿堡,二楼,黑鸭煲,主食,fixed,13,份,清淡,是
鸡腿肉黑鸭堡,二楼,黑鸭煲,主食,fixed,13,份,微辣,是
武汉黑鸭堡,二楼,黑鸭煲,主食,fixed,13,份,微辣,是
牡丹奶芙,二楼,腾腾鲜茶屋,饮品,fixed,13,杯,甜,是
茉莉纯茶,二楼,腾腾鲜茶屋,饮品,fixed,7,杯,甜,是
牡丹纯茶,二楼,腾腾鲜茶屋,饮品,fixed,7,杯,甜,是
椰汁西米露,二楼,腾腾鲜茶屋,饮品,fixed,10,杯,甜,是
韩式柚子茶,二楼,腾腾鲜茶屋,饮品,fixed,10,杯,甜,是
手打香水柠檬（去茶）,二楼,腾腾鲜茶屋,饮品,fixed,4,杯,甜,是
手打香水柠檬（茉莉）,二楼,腾腾鲜茶屋,饮品,fixed,7,杯,甜,是
手打香水柠檬（鸭屎香）,二楼,腾腾鲜茶屋,饮品,fixed,7,杯,甜,是
柠檬打奶,二楼,腾腾鲜茶屋,饮品,fixed,12,杯,甜,是
美式咖啡,二楼,腾腾鲜茶屋,饮品,fixed,9,杯,甜,是
招牌拿铁,二楼,腾腾鲜茶屋,饮品,fixed,13,杯,甜,是
香草拿铁,二楼,腾腾鲜茶屋,饮品,fixed,18,杯,甜,是
hey莓妹冰沙,二楼,腾腾鲜茶屋,饮品,fixed,13,杯,甜,是
芒雪霏霏冰沙,二楼,腾腾鲜茶屋,饮品,fixed,14,杯,甜,是
奇亚籽牛油果,二楼,腾腾鲜茶屋,饮品,fixed,17,杯,甜,是
芒芒牛油果,二楼,腾腾鲜茶屋,饮品,fixed,19,杯,甜,是
糖醋里脊,二楼,好实惠自主美食,荤菜,by_weight,1.6,两,咸,是
炸鸡块,二楼,好实惠自主美食,荤菜,by_weight,1.6,两,咸,是
炒香肠,二楼,好实惠自主美食,荤菜,by_weight,1.6,两,咸,是
水煮鱼,二楼,好实惠自主美食,荤菜,by_weight,1.6,两,咸,是
煎培根,二楼,好实惠自主美食,荤菜,by_weight,1.6,两,咸,是
炸藕夹,二楼,好实惠自主美食,素菜,by_weight,1.6,两,咸,是
干锅千叶豆腐,二楼,好实惠自主美食,素菜,by_weight,1.6,两,咸,是
干锅火锅丸子,二楼,好实惠自主美食,荤菜,by_weight,1.6,两,咸,是
荷包蛋,二楼,好实惠自主美食,素菜,by_weight,1.6,两,咸,是
小腊肉,二楼,好实惠自主美食,荤菜,by_weight,1.6,两,咸,是
炒豆干,二楼,好实惠自主美食,素菜,by_weight,1.6,两,咸,是
炒芹菜,二楼,好实惠自主美食,素菜,by_weight,1.6,两,咸,是
西红柿鸡蛋,二楼,好实惠自主美食,素菜,by_weight,1.6,两,咸,是
炒菜花,二楼,好实惠自主美食,素菜,by_weight,1.6,两,咸,是
凉拌土豆丝,二楼,好实惠自主美食,素菜,by_weight,1.6,两,咸,是
烧茄子,二楼,好实惠自主美食,素菜,by_weight,1.6,两,咸,是
水果拼盘（小份）,二楼,好实惠自主美食,水果,fixed,7,份,甜,是
水果拼盘（大份）,二楼,好实惠自主美食,水果,fixed,10,份,甜,是
凉拌萝卜丝,二楼,好实惠自主美食,素菜,by_weight,1.6,两,咸,是
炒土豆丝,二楼,好实惠自主美食,素菜,by_weight,1.6,两,咸,是
